TIME(MS),COMMAND,VALUE
 065050 ,6      ,0
 065050 ,8      ,0
 065100 ,1      ,1
 065100 ,2      ,0
 065100 ,3      ,1
 065100 ,7      ,0
 065150 ,3      ,0
 065150 ,4      ,0
 065150 ,5      ,0
 065150 ,6      ,1
 065150 ,7      ,1
 065150 ,8      ,1
 065200 ,5      ,1
 065200 ,8      ,0
 065250 ,2      ,1
 065250 ,4      ,1
 065250 ,6      ,0
 065250 ,7      ,0
 065300 ,1      ,0
 065300 ,3      ,1
 065300 ,4      ,0
 065300 ,8      ,1
 065350 ,1      ,1
 065350 ,2      ,0
 065350 ,3      ,0
 065350 ,5      ,0
 065350 ,6      ,1
 065350 ,7      ,1
 065400 ,4      ,1
 065400 ,8      ,0
 065450 ,1      ,0
 065450 ,2      ,1
 065450 ,3      ,1
 065450 ,4      ,0
 065450 ,6      ,0
 065450 ,8      ,1
 065500 ,2      ,0
 065500 ,6      ,1
 065550 ,1      ,1
 065550 ,8      ,0
 065600 ,1      ,0
 065600 ,3      ,0
 065600 ,6      ,0
 065600 ,7      ,0
 065650 ,5      ,1
 065650 ,6      ,1
 065650 ,7      ,1
 065650 ,8      ,1
 065900 ,1      ,1
 065900 ,2      ,1
 065900 ,3      ,1
 065900 ,4      ,1
 066300 ,1      ,0
 066300 ,2      ,0
 066300 ,3      ,0
 066300 ,4      ,0
 066400 ,4      ,1
 066500 ,3      ,1
 066650 ,2      ,1
 066750 ,1      ,1
 066850 ,1      ,0
 066850 ,2      ,0
 066850 ,3      ,0
 066850 ,4      ,0
 066850 ,5      ,0
 066850 ,6      ,0
 066850 ,7      ,0
 066850 ,8      ,0
 066900 ,5      ,1
 066900 ,6      ,1
 066900 ,7      ,1
 066900 ,8      ,1
 067250 ,1      ,1
 067250 ,2      ,1
 067250 ,3      ,1
 067250 ,4      ,1
 067750 ,1      ,0
 067850 ,2      ,0
 067950 ,3      ,0
 068050 ,4      ,0
 068100 ,5      ,0
 068100 ,6      ,0
 068100 ,7      ,0
 068100 ,8      ,0
 068150 ,5      ,1
 068150 ,6      ,1
 068150 ,7      ,1
 068150 ,8      ,1
 068450 ,4      ,1
 069100 ,1      ,1
 069100 ,2      ,1
 069100 ,3      ,1
 069750 ,1      ,0
 069750 ,2      ,0
 069750 ,3      ,0
 069750 ,4      ,0
 069750 ,5      ,0
 069750 ,6      ,0
 069750 ,7      ,0
 069750 ,8      ,0
 069800 ,2      ,1
 069800 ,3      ,1
 069800 ,4      ,1
 069800 ,7      ,1
 069850 ,7      ,0
 069850 ,8      ,1
 069900 ,1      ,1
 069900 ,2      ,0
 069950 ,1      ,0
 069950 ,6      ,1
 069950 ,7      ,1
 069950 ,8      ,0
 070000 ,2      ,1
 070000 ,6      ,0
 070050 ,3      ,0
 070050 ,5      ,1
 070050 ,7      ,0
 070050 ,8      ,1
 070100 ,1      ,1
 070100 ,3      ,1
 070100 ,4      ,0
 070100 ,5      ,0
 070100 ,7      ,1
 070100 ,8      ,0
 070150 ,2      ,0
 070150 ,3      ,0
 070150 ,4      ,1
 070150 ,8      ,1
 070200 ,1      ,0
 070200 ,3      ,1
 070200 ,6      ,1
 070200 ,7      ,0
 070250 ,1      ,1
 070250 ,3      ,0
 070300 ,3      ,1
 070300 ,6      ,0
 070300 ,7      ,1
 070300 ,8      ,0
 070350 ,2      ,1
 070350 ,3      ,0
 070350 ,4      ,0
 070350 ,6      ,1
 070350 ,7      ,0
 070350 ,8      ,1
 070400 ,2      ,0
 070400 ,3      ,1
 070400 ,6      ,0
 070400 ,7      ,1
 070450 ,1      ,0
 070450 ,4      ,1
 070450 ,6      ,1
 070450 ,7      ,0
 070500 ,1      ,1
 070500 ,3      ,0
 070500 ,5      ,1
 070500 ,6      ,0
 070500 ,7      ,1
 070500 ,8      ,0
 070550 ,3      ,1
 070550 ,7      ,0
 070600 ,1      ,0
 070600 ,7      ,1
 070650 ,1      ,1
 070650 ,2      ,1
 070650 ,3      ,0
 070650 ,5      ,0
 070650 ,7      ,0
 070650 ,8      ,1
 070700 ,4      ,0
 070700 ,6      ,1
 070750 ,1      ,0
 070750 ,3      ,1
 070750 ,4      ,1
 070750 ,6      ,0
 070750 ,7      ,1
 070750 ,8      ,0
 070800 ,1      ,1
 070800 ,7      ,0
 070850 ,1      ,0
 070850 ,2      ,0
 070850 ,3      ,0
 070850 ,4      ,0
 070900 ,2      ,1
 070900 ,7      ,1
 071450 ,2      ,0
 071450 ,3      ,1
 071800 ,1      ,1
 071800 ,3      ,0
 071950 ,4      ,1
 071950 ,5      ,1
 072000 ,1      ,0
 072650 ,3      ,1
 072700 ,4      ,0
 072700 ,5      ,0
 072850 ,1      ,1
 072850 ,2      ,1
 072850 ,3      ,0
 073100 ,1      ,0
 073100 ,2      ,0
 073100 ,3      ,1
 073650 ,3      ,0
 073650 ,5      ,1
 073650 ,6      ,1
 073650 ,7      ,0
 073900 ,3      ,1
 073900 ,5      ,0
 074100 ,1      ,1
 074100 ,3      ,0
 074450 ,1      ,0
 074450 ,4      ,1
 074700 ,2      ,1
 074700 ,4      ,0
 075050 ,2      ,0
 075050 ,3      ,1
 075350 ,3      ,0
 075350 ,5      ,1
 075450 ,4      ,1
 075450 ,5      ,0
 075600 ,3      ,1
 075600 ,4      ,0
 075750 ,2      ,1
 075750 ,3      ,0
 075900 ,1      ,1
 075900 ,2      ,0
 076000 ,1      ,0
 076000 ,2      ,1
 076000 ,6      ,0
 076000 ,8      ,1
 076550 ,2      ,0
 076550 ,3      ,1
 076900 ,1      ,1
 076900 ,3      ,0
 077050 ,4      ,1
 077050 ,5      ,1
 077100 ,1      ,0
 077750 ,3      ,1
 077800 ,4      ,0
