TIME(MS),COMMAND,VALUE
 108350 ,3      ,1
 108350 ,5      ,1
 108800 ,1      ,0
 108800 ,2      ,1
 108800 ,3      ,0
 108800 ,4      ,1
 108800 ,5      ,0
 109300 ,2      ,0
 109300 ,4      ,0
 109400 ,1      ,1
 109400 ,3      ,1
 109400 ,5      ,1
 109850 ,1      ,0
 109850 ,2      ,1
 109850 ,3      ,0
 109850 ,4      ,1
 109850 ,5      ,0
 110350 ,2      ,0
 110350 ,4      ,0
 110400 ,5      ,1
 110550 ,4      ,1
 110550 ,5      ,0
 110700 ,3      ,1
 110700 ,4      ,0
 110800 ,6      ,1
 110850 ,2      ,1
 110850 ,3      ,0
 110900 ,6      ,0
 111000 ,1      ,1
 111000 ,2      ,0
 111000 ,6      ,1
 111100 ,6      ,0
 111150 ,1      ,0
 111150 ,2      ,1
 111200 ,6      ,1
 111300 ,2      ,0
 111300 ,3      ,1
 111300 ,6      ,0
 111400 ,6      ,1
 111450 ,3      ,0
 111450 ,4      ,1
 111500 ,6      ,0
 111600 ,4      ,0
 111600 ,5      ,1
 111600 ,6      ,1
 111700 ,6      ,0
 111750 ,5      ,0
 111750 ,7      ,1
 111950 ,7      ,0
 112250 ,8      ,1
 112550 ,8      ,0
 112750 ,1      ,1
 112750 ,3      ,1
 112750 ,5      ,1
 113200 ,1      ,0
 113200 ,2      ,1
 113200 ,3      ,0
 113200 ,4      ,1
 113200 ,5      ,0
 113700 ,2      ,0
 113700 ,4      ,0
 113800 ,1      ,1
 113800 ,3      ,1
 113800 ,5      ,1
 114250 ,1      ,0
 114250 ,2      ,1
 114250 ,3      ,0
 114250 ,4      ,1
 114250 ,5      ,0
 114750 ,2      ,0
 114750 ,4      ,0
 114800 ,1      ,1
 114800 ,3      ,1
 114800 ,5      ,1
 115250 ,1      ,0
 115250 ,2      ,1
 115250 ,3      ,0
 115250 ,4      ,1
 115250 ,5      ,0
 115750 ,2      ,0
 115750 ,4      ,0
 115800 ,1      ,1
 115800 ,2      ,1
 115800 ,3      ,1
 115800 ,4      ,1
 115800 ,5      ,1
 116050 ,1      ,0
 116050 ,2      ,0
 116050 ,3      ,0
 116050 ,4      ,0
 116050 ,5      ,0
 116150 ,7      ,1
 116400 ,7      ,0
 116400 ,8      ,1
 116650 ,8      ,0
 116900 ,1      ,1
 117100 ,1      ,0
 117100 ,2      ,1
 117300 ,2      ,0
 117300 ,3      ,1
 117500 ,3      ,0
 117500 ,4      ,1
 117700 ,4      ,0
 117700 ,5      ,1
 117900 ,5      ,0
 117900 ,6      ,1
 118150 ,6      ,0
 118250 ,7      ,1
 118400 ,7      ,0
 118400 ,8      ,1
 118650 ,8      ,0
 118900 ,5      ,1
 119100 ,4      ,1
 119100 ,5      ,0
 119300 ,3      ,1
 119300 ,4      ,0
 119500 ,2      ,1
 119500 ,3      ,0
 119700 ,1      ,1
 119700 ,2      ,0
 119900 ,1      ,0
 119900 ,6      ,1
 120150 ,6      ,0
 120250 ,7      ,1
 120400 ,7      ,0
 120400 ,8      ,1
 120650 ,8      ,0
 120900 ,1      ,1
 121100 ,1      ,0
 121100 ,2      ,1
 121300 ,2      ,0
 121300 ,3      ,1
 121500 ,3      ,0
 121500 ,4      ,1
 121700 ,4      ,0
 121700 ,5      ,1
 121900 ,5      ,0
 121900 ,6      ,1
 122150 ,6      ,0
 122250 ,7      ,1
 122400 ,7      ,0
 122650 ,1      ,1
 122650 ,2      ,1
 122650 ,3      ,1
 122650 ,4      ,1
 122650 ,5      ,1
 122750 ,1      ,0
 122750 ,2      ,0
 122750 ,3      ,0
 122750 ,4      ,0
 122750 ,5      ,0
 122850 ,1      ,1
 122850 ,2      ,1
 122850 ,3      ,1
 122850 ,4      ,1
 122850 ,5      ,1
 122950 ,1      ,0
 122950 ,2      ,0
 122950 ,3      ,0
 122950 ,4      ,0
 122950 ,5      ,0
 123050 ,1      ,1
 123050 ,2      ,1
 123050 ,3      ,1
 123050 ,4      ,1
 123050 ,5      ,1
 123150 ,1      ,0
 123150 ,2      ,0
 123150 ,3      ,0
 123150 ,4      ,0
 123150 ,5      ,0
 123150 ,8      ,1
 123350 ,7      ,1
 123350 ,8      ,0
 123500 ,6      ,1
 123500 ,7      ,0
 123900 ,6      ,0
 123900 ,7      ,1
 124050 ,7      ,0
 124050 ,8      ,1
 124250 ,8      ,0
 124400 ,8      ,1
 124600 ,8      ,0
 124700 ,1      ,1
 124700 ,2      ,1
 124700 ,3      ,1
 124700 ,4      ,1
 124700 ,5      ,1
 124850 ,1      ,0
 124850 ,2      ,0
 124850 ,3      ,0
 124850 ,4      ,0
 124850 ,5      ,0
 124850 ,6      ,1
 125150 ,1      ,1
 125150 ,2      ,1
 125150 ,3      ,1
 125150 ,4      ,1
 125150 ,5      ,1
 125150 ,6      ,0
 125300 ,1      ,0
 125300 ,2      ,0
 125300 ,3      ,0
 125300 ,4      ,0
 125300 ,5      ,0
 125300 ,7      ,1
 125650 ,1      ,1
 125650 ,2      ,1
 125650 ,3      ,1
 125650 ,4      ,1
 125650 ,5      ,1
 125650 ,7      ,0
 125800 ,1      ,0
 125800 ,2      ,0
 125800 ,3      ,0
 125800 ,4      ,0
 125800 ,5      ,0
 125800 ,6      ,1
 125850 ,8      ,1
 126000 ,8      ,0
 126100 ,7      ,1
 126250 ,7      ,0
 126350 ,8      ,1
 126500 ,8      ,0
 126600 ,7      ,1
 126750 ,7      ,0
 126850 ,8      ,1
 127000 ,8      ,0
 127100 ,7      ,1
 127250 ,7      ,0
 127350 ,8      ,1
 127500 ,8      ,0
 127600 ,7      ,1
 127750 ,7      ,0
 127850 ,8      ,1
 128000 ,6      ,0
 128000 ,8      ,0
 131700 ,1      ,0
 131700 ,2      ,0
 131700 ,3      ,0
 131700 ,4      ,0
 131700 ,5      ,0
 131700 ,6      ,0
 131700 ,7      ,0
 131700 ,END    ,1
